id,saleprice
1954,181340.59070904646
1958,181340.59070904646
1964,181340.59070904646
1966,181340.59070904646
1969,181340.59070904646
1977,181340.59070904646
1980,181340.59070904646
1984,181340.59070904646
1985,181340.59070904646
1988,181340.59070904646
1989,181340.59070904646
1991,181340.59070904646
1992,181340.59070904646
1997,181340.59070904646
1999,181340.59070904646
2003,181340.59070904646
2005,181340.59070904646
2010,181340.59070904646
2012,181340.59070904646
2016,181340.59070904646
2017,181340.59070904646
2022,181340.59070904646
2023,181340.59070904646
2035,181340.59070904646
2036,181340.59070904646
2040,181340.59070904646
2042,181340.59070904646
2043,181340.59070904646
2055,181340.59070904646
2056,181340.59070904646
2059,181340.59070904646
2064,181340.59070904646
2066,181340.59070904646
2070,181340.59070904646
2071,181340.59070904646
2078,181340.59070904646
2080,181340.59070904646
2085,181340.59070904646
2089,181340.59070904646
2090,181340.59070904646
2092,181340.59070904646
2094,181340.59070904646
2095,181340.59070904646
2098,181340.59070904646
2099,181340.59070904646
2103,181340.59070904646
2120,181340.59070904646
2122,181340.59070904646
2123,181340.59070904646
2134,181340.59070904646
2135,181340.59070904646
2136,181340.59070904646
2143,181340.59070904646
2145,181340.59070904646
2146,181340.59070904646
2148,181340.59070904646
2155,181340.59070904646
2156,181340.59070904646
2157,181340.59070904646
2159,181340.59070904646
2161,181340.59070904646
2164,181340.59070904646
2165,181340.59070904646
2169,181340.59070904646
2171,181340.59070904646
2180,181340.59070904646
2182,181340.59070904646
2184,181340.59070904646
2185,181340.59070904646
2188,181340.59070904646
2191,181340.59070904646
2192,181340.59070904646
2196,181340.59070904646
2198,181340.59070904646
2204,181340.59070904646
2210,181340.59070904646
2213,181340.59070904646
2215,181340.59070904646
2219,181340.59070904646
2221,181340.59070904646
2224,181340.59070904646
2228,181340.59070904646
2232,181340.59070904646
2239,181340.59070904646
2246,181340.59070904646
2247,181340.59070904646
2249,181340.59070904646
2251,181340.59070904646
2254,181340.59070904646
2256,181340.59070904646
2259,181340.59070904646
2263,181340.59070904646
2266,181340.59070904646
2271,181340.59070904646
2274,181340.59070904646
2275,181340.59070904646
2280,181340.59070904646
2281,181340.59070904646
2291,181340.59070904646
2292,181340.59070904646
2295,181340.59070904646
2297,181340.59070904646
2299,181340.59070904646
2302,181340.59070904646
2303,181340.59070904646
2304,181340.59070904646
2308,181340.59070904646
2312,181340.59070904646
2314,181340.59070904646
2315,181340.59070904646
2316,181340.59070904646
2320,181340.59070904646
2321,181340.59070904646
2322,181340.59070904646
2325,181340.59070904646
2336,181340.59070904646
2340,181340.59070904646
2341,181340.59070904646
2342,181340.59070904646
2345,181340.59070904646
2346,181340.59070904646
2347,181340.59070904646
2354,181340.59070904646
2357,181340.59070904646
2359,181340.59070904646
2360,181340.59070904646
2361,181340.59070904646
2362,181340.59070904646
2366,181340.59070904646
2367,181340.59070904646
2370,181340.59070904646
2373,181340.59070904646
2376,181340.59070904646
2378,181340.59070904646
2382,181340.59070904646
2387,181340.59070904646
2392,181340.59070904646
2395,181340.59070904646
2396,181340.59070904646
2397,181340.59070904646
2399,181340.59070904646
2401,181340.59070904646
2402,181340.59070904646
2407,181340.59070904646
2411,181340.59070904646
2414,181340.59070904646
2418,181340.59070904646
2419,181340.59070904646
2424,181340.59070904646
2427,181340.59070904646
2430,181340.59070904646
2439,181340.59070904646
2441,181340.59070904646
2442,181340.59070904646
2446,181340.59070904646
2447,181340.59070904646
2452,181340.59070904646
2457,181340.59070904646
2458,181340.59070904646
2462,181340.59070904646
2465,181340.59070904646
2467,181340.59070904646
2473,181340.59070904646
2478,181340.59070904646
2479,181340.59070904646
2482,181340.59070904646
2485,181340.59070904646
2488,181340.59070904646
2494,181340.59070904646
2500,181340.59070904646
2509,181340.59070904646
2512,181340.59070904646
2514,181340.59070904646
2515,181340.59070904646
2516,181340.59070904646
2518,181340.59070904646
2519,181340.59070904646
2520,181340.59070904646
2527,181340.59070904646
2532,181340.59070904646
2538,181340.59070904646
2539,181340.59070904646
2543,181340.59070904646
2551,181340.59070904646
2554,181340.59070904646
2555,181340.59070904646
2557,181340.59070904646
2561,181340.59070904646
2563,181340.59070904646
2564,181340.59070904646
2570,181340.59070904646
2571,181340.59070904646
2576,181340.59070904646
2582,181340.59070904646
2584,181340.59070904646
2587,181340.59070904646
2589,181340.59070904646
2591,181340.59070904646
2597,181340.59070904646
2602,181340.59070904646
2605,181340.59070904646
2610,181340.59070904646
2611,181340.59070904646
2614,181340.59070904646
2616,181340.59070904646
2617,181340.59070904646
2620,181340.59070904646
2623,181340.59070904646
2631,181340.59070904646
2638,181340.59070904646
2639,181340.59070904646
2645,181340.59070904646
2647,181340.59070904646
2648,181340.59070904646
2650,181340.59070904646
2652,181340.59070904646
2656,181340.59070904646
2658,181340.59070904646
2661,181340.59070904646
2665,181340.59070904646
2673,181340.59070904646
2678,181340.59070904646
2679,181340.59070904646
2680,181340.59070904646
2685,181340.59070904646
2695,181340.59070904646
2698,181340.59070904646
2700,181340.59070904646
2706,181340.59070904646
2708,181340.59070904646
2709,181340.59070904646
2711,181340.59070904646
2718,181340.59070904646
2719,181340.59070904646
2721,181340.59070904646
2725,181340.59070904646
2726,181340.59070904646
2732,181340.59070904646
2733,181340.59070904646
2739,181340.59070904646
2747,181340.59070904646
2751,181340.59070904646
2754,181340.59070904646
2755,181340.59070904646
2756,181340.59070904646
2758,181340.59070904646
2763,181340.59070904646
2764,181340.59070904646
2765,181340.59070904646
2766,181340.59070904646
2768,181340.59070904646
2781,181340.59070904646
2784,181340.59070904646
2785,181340.59070904646
2786,181340.59070904646
2796,181340.59070904646
2797,181340.59070904646
2801,181340.59070904646
2805,181340.59070904646
2806,181340.59070904646
2812,181340.59070904646
2817,181340.59070904646
2822,181340.59070904646
2825,181340.59070904646
2828,181340.59070904646
2831,181340.59070904646
2843,181340.59070904646
2845,181340.59070904646
2847,181340.59070904646
2855,181340.59070904646
2856,181340.59070904646
2859,181340.59070904646
2865,181340.59070904646
2867,181340.59070904646
2869,181340.59070904646
2870,181340.59070904646
2874,181340.59070904646
2876,181340.59070904646
2889,181340.59070904646
2892,181340.59070904646
2895,181340.59070904646
2898,181340.59070904646
2901,181340.59070904646
2902,181340.59070904646
2908,181340.59070904646
2909,181340.59070904646
2916,181340.59070904646
2917,181340.59070904646
2919,181340.59070904646
2921,181340.59070904646
2922,181340.59070904646
2925,181340.59070904646
2928,181340.59070904646
